sample,pop,leaf_length,leaf_width,upper_leaf_angle,leaf_angle_boxcox_transformed
Z022E0076,22,805.3104,88.7643,72.503,14900626.42
Z022E0077,22,645.4305,87.2915,55.5179,4869143.664
Z022E0078,22,749.2934,93.5522,62.1892,7833551.61
Z022E0079,22,780.1792,86.0835,68.7621,11934354.68
Z022E0080,22,783.2857,87.5443,69.4017,12406464.61
Z022E0081,22,669.6738,101.3249,62.3738,7931450.221
Z022E0082,22,719.1255,96.8682,63.1868,8373740.812
Z022E0083,22,766.6593,82.3916,72.1802,14624605.55
Z022E0084,22,822.4653,93.0312,64.7927,9302348.301
Z022E0085,22,637.7497,97.1189,64.0798,8880931.007
Z022E0086,22,815.4695,89.099,63.5679,8587415.857
Z022E0087,22,695.0146,96.9762,73.7609,16014265.8
Z022E0088,22,707.5193,100.1458,72.1333,14584828.38
Z022E0089,22,648.4137,89.1194,50.4017,3247213.994
Z022E0090,22,724.7618,84.1526,56.2182,5131734.612
Z022E0091,22,779.8432,89.3061,53.3075,4106917.101
Z022E0092,22,784.5301,98.6599,67.2124,10847161.55
Z022E0093,22,872.5858,93.7959,66.542,10400959.69
Z022E0094,22,760.7741,98.2906,65.6939,9856666.646
Z022E0095,22,739.3343,95.6367,66.6091,10444979.05
Z022E0096,22,800.6468,110.203,77.4336,19630707.64
Z022E0097,22,744.5982,99.4542,70.6871,13398154.07
Z022E0098,22,671.9311,100.0291,66.6179,10450762.59
Z022E0099,22,767.5741,87.1815,59.4438,6483262.463
Z022E0100,22,781.9772,96.1221,62.7585,8138458.948
Z022E0101,22,780.2881,82.0808,61.6969,7576966.312
Z022E0102,22,727.819,100.117,56.9546,5419350.25
Z022E0103,22,708.8614,81.6803,64.9672,9407780.313
Z022E0104,22,723.2916,89.8971,55.6331,4911620.726
Z022E0105,22,813.0548,88.4282,75.514,17670685.94
Z022E0106,22,743.4204,84.0888,64.0511,8864275.645
Z022E0107,22,742.5108,92.2752,60.07,6774292.473
Z022E0108,22,782.0703,84.2506,66.7839,10560318.6
Z022E0109,22,795.2619,98.9206,69.7738,12687587.15
Z022E0110,22,731.4572,102.2884,54.3699,4460953.803
Z022E0111,22,724.548,89.1643,68.5316,11767613.41
Z022E0112,22,743.4219,99.6172,63.8548,8750994.271
Z022E0113,22,734.7911,100.0992,66.3217,10257429.54
Z022E0114,22,801.8199,93.2135,64.4048,9071204.457
Z022E0115,22,652.8174,87.4657,66.2968,10241302.03
Z022E0116,22,742.8112,95.3089,67.5129,11051830.83
Z022E0117,22,704.2327,98.4826,60.3443,6904861.35
Z022E0118,22,734.3041,88.9545,63.2382,8402320.988
Z022E0119,22,690.876,81.3889,63.4554,8523912.584
Z022E0120,22,773.6725,88.3048,70.0697,12914580.85
Z022E0121,22,722.6697,95.8,75.3624,17522509.45
Z022E0123,22,723.8478,88.7101,50.6794,3322845.418
Z022E0124,22,763.2921,98.3301,77.8114,20035183.37
Z022E0125,22,748.803,86.3085,73.2235,15531013.56
Z022E0126,22,730.2439,88.1231,72.8527,15204106.08
Z022E0127,22,713.6476,95.1541,62.5144,8006637.126
Z022E0128,22,756.0658,93.4864,60.5051,6982288.909
Z022E0129,22,783.0407,88.3104,69.9299,12806954.16
Z022E0130,22,747.3075,87.8119,61.4051,7427932.465
Z022E0131,22,721.7417,100.9849,60.9711,7210412.203
Z022E0132,22,680.0909,109.1761,73.9992,16232181.05
Z022E0133,22,664.8655,97.3014,66.5682,10418130.74
Z022E0134,22,775.2105,88.1397,54.0652,4357128.566
Z022E0135,22,780.465,83.1822,67.2939,10902383.2
Z022E0136,22,756.8622,104.997,76.8702,19039111.23
Z022E0137,22,706.5242,101.3717,71.2053,13814566.21
Z022E0138,22,720.9318,85.9285,73.1734,15486534.24
Z022E0139,22,874.136,107.0852,68.6367,11843420.13
Z022E0140,22,653.4618,83.2436,60.4145,6938582.843
Z022E0141,22,746.8359,86.8224,61.2136,7331345.954
Z022E0142,22,715.1855,94.1257,69.7554,12673572.99
Z022E0145,22,722.1543,95.3468,70.9955,13644806.76
Z022E0146,22,745.8729,106.4601,55.1236,4725869.14
Z022E0147,22,776.4527,98.2138,66.9952,10701033.88
Z022E0148,22,769.6,98.2987,70.3516,13133698.11
Z022E0149,22,807.1565,84.5543,69.4005,12405565.75
Z022E0150,22,765.9328,94.3671,65.9197,9999409.598
Z022E0151,22,784.1081,86.8801,70.5582,13296074.36
Z022E0152,22,746.1763,98.2033,66.5675,10417671.69
Z022E0153,22,802.6096,92.0712,56.0574,5070508.518
Z022E0154,22,785.1977,99.1659,61.9379,7701761.989
Z022E0155,22,771.5745,97.3408,77.9904,20229022.59
Z022E0156,22,803.4832,98.1089,76.861,19029564.85
Z022E0157,22,711.2839,90.9846,60.5527,7005335.298
Z022E0158,22,706.2094,90.4143,72.0484,14513031.94
Z022E0159,22,726.9191,89.1161,61.2337,7341438.586
Z022E0160,22,714.8806,88.8831,59.4468,6484633.623
Z022E0161,22,850.7171,109.0119,63.6293,8622226.113
Z022E0162,22,775.3425,84.3227,64.0661,8872977.568
Z022E0163,22,795.109,92.9505,70.7733,13466750.56
Z022E0164,22,764.3407,87.2376,70.4048,13175365.25
Z022E0165,22,680.9356,85.0633,69.9406,12815167.46
Z022E0166,22,755.4714,89.8482,,
Z022E0167,22,789.7326,100.3807,77.013,19187755.71
Z022E0168,22,756.4537,97.4933,50.1756,3186609.785
Z022E0169,22,783.1499,85.5388,59.5148,6515772.532
Z022E0170,22,770.4984,85.5236,73.2754,15577193.44
Z022E0171,22,819.1368,91.0949,71.0432,13683262.88
Z022E0172,22,712.3347,94.4675,54.013,4339527.892
Z022E0173,22,807.1309,110.2291,75.8972,18049486.68
Z022E0174,22,731.8655,85.6726,66.5909,10433025.38
Z022E0175,22,835.1212,99.8996,63.5615,8583793.594
Z022E0176,22,723.6406,92.2698,73.7825,16033925.75
Z022E0177,22,676.9234,82.4126,65.2667,9590854.718
Z022E0178,22,790.0923,90.3171,65.4362,9695659.067
Z022E0179,22,746.4594,89.5916,71.4054,13977970.55
Z022E0180,22,731.3685,83.5062,52.6583,3901371.73
Z022E0181,22,869.7661,106.9303,75.0768,17245930.66
Z022E0182,22,610.525,93.0535,48.2603,2707086.258
Z022E0183,22,764.3038,89.453,63.1595,8358591.196
Z022E0184,22,731.5245,106.083,67.6386,11138311.2
Z022E0185,22,722.1408,90.842,60.4186,6940556.2
Z022E0186,22,688.4107,92.987,70.1632,12986946.28
Z022E0187,22,689.4436,94.4263,69.5288,12501950.05
Z022E0188,22,807.0657,94.6732,71.4617,14024210.01
Z022E0189,22,671.7439,90.4339,67.5361,11067753.6
Z022E0190,22,741.3178,89.2443,65.8114,9930751.076
Z022E0191,22,756.2418,89.7213,69.6989,12630614.04
Z022E0192,22,789.7457,91.0133,65.5738,9781378.517
Z022E0193,22,732.2424,89.5875,67.3194,10919705.02
Z022E0194,22,807.3945,88.0632,70.0196,12875931.91
Z022E0195,22,712.1738,99.8732,69.4589,12449367.84
Z022E0196,22,744.7896,101.928,64.258,8984879.053
Z022E0197,22,785.6752,92.6898,59.8724,6681404.597
Z022E0198,22,724.1283,94.5141,68.6931,11884253.4
Z022E0199,22,654.6235,91.2662,67.2384,10864755.09
Z022E0200,22,801.197,99.1399,74.4055,16608923.08
Z023E0001,23,720.6466,82.2222,71.5984,14136967.06
Z023E0003,23,743.7115,87.9845,75.0344,17205155.03
Z023E0004,23,796.6194,103.4864,73.7865,16037568.5
Z023E0006,23,725.0254,89.4974,59.3338,6433138.806
Z023E0007,23,696.3256,81.2832,69.9795,12845060.84
Z023E0008,23,785.5721,98.1018,78.2869,20553240.21
Z023E0009,23,719.3913,88.3976,75.5441,17700219.35
Z023E0010,23,752.8946,104.7544,72.5123,14908637.03
Z023E0011,23,652.3239,95.9115,69.3536,12370474.1
Z023E0012,23,712.3957,86.3708,65.3766,9658708.625
Z023E0013,23,753.583,89.3826,77.684,19898085.64
Z023E0014,23,704.5838,85.5631,68.7003,11889473.86
Z023E0015,23,720.5826,79.5906,67.9225,11335527.21
Z023E0016,23,645.1749,84.0882,71.5091,14063230.08
Z023E0017,23,743.4862,101.0698,71.3296,13915899.09
Z023E0018,23,733.2259,88.1717,67.4386,11000954.12
Z023E0019,23,663.5902,92.1095,70.4457,13207467.18
Z023E0020,23,746.9926,88.6356,69.5482,12516573.61
Z023E0021,23,712.8123,91.8853,70.5168,13263414.46
Z023E0022,23,740.6987,89.6252,78.1128,20362389.3
Z023E0023,23,704.9711,78.5607,69.7179,12645048.02
Z023E0024,23,749.8806,100.1699,70.8883,13558681.54
Z023E0025,23,750.1008,94.3118,75.8395,17992057.4
Z023E0026,23,771.6277,87.1811,71.6585,14186758.43
Z023E0027,23,677.0456,80.2691,68.4902,11737853.99
Z023E0028,23,707.4652,99.7154,77.8808,20110168.05
Z023E0029,23,755.8554,95.1785,68.4007,11673714.86
Z023E0030,23,748.9399,97.6045,70.3782,13154519.12
Z023E0031,23,744.76,103.2342,75.5153,17671960.69
Z023E0032,23,732.8243,93.7979,66.5934,10434666.75
Z023E0033,23,738.9233,93.8354,75.2048,17369473.32
Z023E0034,23,786.5719,88.5194,73.615,15881950.29
Z023E0035,23,782.4972,89.1046,69.9873,12851061.27
Z023E0036,23,785.9436,101.4547,75.9912,18143344.4
Z023E0037,23,730.8843,96.8148,75.8662,18018614.8
Z023E0038,23,739.5277,95.7039,72.1166,14570684.56
Z023E0039,23,787.818,84.4279,73.8546,16099683.03
Z023E0040,23,724.2676,83.3159,74.298,16508602.73
Z023E0041,23,699.7299,93.8472,73.4286,15714118.54
Z023E0042,23,698.2378,92.3273,72.8623,15212503.06
Z023E0043,23,722.9563,89.4634,71.854,14349649.4
Z023E0044,23,725.0067,92.8933,71.5868,14127372.09
Z023E0045,23,683.8882,106.0785,74.7989,16980011.51
Z023E0046,23,718.9173,101.4897,75.6795,17833535.7
Z023E0047,23,788.0439,100.0992,76.8982,19068187.87
Z023E0048,23,724.8564,82.7137,64.5943,9183571.511
Z023E0049,23,722.6913,100.3693,71.1534,13772422.53
Z023E0050,23,720.1392,82.5375,75.2096,17374119.24
Z023E0051,23,747.7723,86.3176,76.3567,18511827.43
Z023E0052,23,843.6288,99.7462,72.2702,14701168.28
Z023E0053,23,757.6328,84.7382,74.6262,16816337.21
Z023E0054,23,745.592,95.4828,66.9271,10655527.73
Z023E0055,23,746.0852,95.9457,65.7306,9879760.862
Z023E0056,23,759.5597,83.6683,73.8338,16080691.8
Z023E0057,23,751.5066,90.3168,76.6431,18804524.28
Z023E0059,23,703.5504,87.0162,60.1928,6832511.618
Z023E0060,23,782.8603,82.4422,77.285,19473330.8
Z023E0061,23,663.9539,83.8801,67.0139,10713555.55
Z023E0062,23,673.1785,85.0625,71.7603,14271401.7
Z023E0063,23,744.2405,88.2837,71.8777,14369492.62
Z023E0064,23,766.8791,94.7176,69.9578,12828378.56
Z023E0065,23,756.1364,84.3291,74.3235,16532357.8
Z023E0066,23,739.4547,99.1414,76.7164,18879998.89
Z023E0067,23,785.6223,95.0617,72.9504,15289727.79
Z023E0068,23,775.6857,84.774,66.0638,10091323.75
Z023E0069,23,787.0335,81.9188,71.1619,13779317.97
Z023E0070,23,744.5717,86.1094,71.339,13923585.18
Z023E0071,23,693.1451,74.236,65.5732,9781003.492
Z023E0072,23,747.524,81.8596,64.6105,9193226.49
Z023E0074,23,692.2856,92.943,73.6975,15956666.16
Z023E0075,23,832.3706,82.802,70.7891,13479352.88
Z023E0076,23,749.2836,99.9761,74.6885,16875242.13
Z023E0077,23,757.5628,102.0265,75.7107,17864363.64
Z023E0078,23,788.8283,87.9265,76.8316,18999082.37
Z023E0080,23,725.6919,91.5559,74.009,16241190.8
Z023E0081,23,814.9147,76.3889,65.9404,10012573.73
Z023E0082,23,708.8781,76.9326,75.6029,17758020.94
Z023E0083,23,764.6128,95.0014,65.3987,9672397.518
Z023E0084,23,713.3096,97.9171,75.8126,17965331.21
Z023E0085,23,843.134,96.4874,77.5601,19765440.57
Z023E0086,23,736.5654,84.6066,71.6754,14200783.68
Z023E0087,23,807.9638,92.9361,69.1452,12215457.55
Z023E0088,23,690.7952,84.058,69.7721,12686291.86
Z023E0089,23,670.6604,94.6919,77.3431,19534747.59
Z023E0090,23,758.2485,90.9836,69.8567,12750873.39
Z023E0091,23,739.7787,103.6206,73.6454,15909450.89
Z023E0092,23,719.3331,87.2924,67.3259,10924123.74
Z023E0093,23,730.9971,99.8132,71.53,14080461.36
Z023E0094,23,715.615,82.4847,74.8102,16990763.05
Z023E0095,23,732.8218,82.7529,72.6677,15042977.49
Z023E0096,23,810.7292,104.5461,73.3143,15611874.59
Z023E0097,23,746.3419,88.1932,74.019,16250388.35
Z023E0098,23,778.3742,99.3594,68.5197,11759053.5
Z023E0099,23,771.6498,105.2101,69.9014,12785097.16
Z023E0100,23,717.6848,85.2029,75.6763,17830376.15
Z023E0101,23,722.4382,86.9484,68.695,11885630.85
Z023E0102,23,683.5764,81.3612,68.8254,11980458.44
Z023E0103,23,702.9018,92.9948,75.8266,17979236.98
Z023E0104,23,790.9904,101.4662,75.616,17770918.05
Z023E0105,23,703.9439,85.3354,74.8373,17016568.86
Z023E0106,23,655.6879,68.0112,63.5703,8588774.505
Z023E0107,23,674.7379,91.7118,69.0432,12140127.03
Z023E0108,23,733.9654,80.6308,75.145,17311672.16
Z023E0109,23,768.086,95.4909,74.9009,17077248.76
Z023E0110,23,759.8214,103.3213,75.2097,17374216.04
Z023E0111,23,798.665,91.3175,69.5529,12520118.39
Z023E0112,23,708.1742,97.7806,76.7655,18930684.39
Z023E0113,23,710.6454,92.1277,73.6261,15891987.43
Z023E0114,23,738.6039,79.5202,70.6242,13348267.45
Z023E0115,23,642.7453,75.7384,80.551,23161352.86
Z023E0116,23,745.6261,102.3011,67.6751,11163519.09
Z023E0117,23,674.7007,87.0879,77.8733,20102054.24
Z023E0118,23,698.7029,93.249,74.7574,16940570.17
Z023E0119,23,635.173,72.6547,68.8024,11963691.02
Z023E0120,23,755.4052,84.6453,74.2998,16510278.7
Z023E0121,23,714.0465,100.3029,75.0639,17233517.09
Z023E0122,23,762.4417,95.8485,78.4247,20705261.64
Z023E0123,23,754.0669,97.2169,65.0067,9431771.759
Z023E0124,23,769.5165,86.386,67.7431,11210597.55
Z023E0125,23,677.7674,82.2898,74.4889,16687072.19
Z023E0126,23,745.9267,87.6117,73.1904,15501616.13
Z023E0127,23,732.5772,91.0637,72.597,14981744.87
Z023E0128,23,779.4765,104.1693,72.0316,14498856.82
Z023E0129,23,707.0143,89.4524,73.7764,16028371.78
Z023E0130,23,728.4579,91.436,73.7939,16044309.25
Z023E0131,23,779.5963,97.7,69.824,12725881.42
Z023E0132,23,664.8544,88.2447,66.5821,10427249.32
Z023E0133,23,742.0483,83.2284,67.4131,10983534.24
Z023E0134,23,692.4045,83.5548,67.2028,10840670.96
Z023E0136,23,688.8236,82.4099,70.3007,13093926.36
Z023E0137,23,681.091,91.4739,64.4445,9094658.049
Z023E0138,23,714.7138,81.4012,75.9162,18068428.04
Z023E0140,23,751.5578,75.5785,71.9895,14463380.95
Z023E0141,23,767.0112,88.7798,61.8696,7666236.876
Z023E0142,23,767.8741,93.3995,73.0512,15378450.52
Z023E0143,23,731.6965,103.4234,75.0156,17187098.78
Z023E0144,23,779.2618,85.1714,73.4199,15706318.32
Z023E0145,23,726.8622,84.2183,66.1334,10135947.78
Z023E0146,23,719.2746,102.8896,64.6111,9193584.23
Z023E0147,23,761.674,94.3046,74.8202,17000282.02
Z023E0150,23,712.0314,98.5631,71.1798,13793847.53
Z023E0152,23,771.7461,106.2525,68.1563,11499927.18
Z023E0153,23,789.8148,111.5518,74.7275,16912196.66
Z023E0154,23,694.7339,81.2308,71.9619,14440159.51
Z023E0155,23,828.372,94.4529,76.2538,18407516.7
Z023E0156,23,789.6923,103.072,76.0231,18175280.41
Z023E0157,23,780.7586,98.6172,71.4212,13990935.43
Z023E0158,23,778.7992,93.4285,72.8861,15233335.79
Z023E0160,23,759.0049,90.7844,72.0832,14542428.25
Z023E0161,23,718.8673,91.0191,72.3223,14745628.83
Z023E0162,23,726.1408,82.9475,63.2637,8416527.401
Z023E0163,23,742.3149,95.3986,72.8416,15194401.48
Z023E0164,23,779.6398,107.2247,76.3184,18472949.91
Z023E0165,23,744.6545,93.3382,78.7591,21077732.51
Z023E0169,23,758.0073,96.1836,71.5812,14122741.81
Z023E0170,23,724.7415,81.7381,74.3032,16513444.79
Z023E0171,23,716.5486,82.222,65.6955,9857672.621
Z023E0172,23,727.5839,80.8202,73.0442,15372276.58
Z023E0173,23,756.3575,92.5504,68.6618,11861579.17
Z023E0174,23,770.5002,104.1718,74.3278,16536366.12
Z023E0175,23,709.2848,80.1168,70.4965,13247422.4
Z023E0176,23,815.3872,94.0602,73.6161,15882944.74
Z023E0178,23,706.4544,93.289,66.4376,10332751.56
Z023E0179,23,754.2375,92.7684,76.0402,18192417.32
Z023E0180,23,729.4235,81.5714,66.1686,10158573.37
Z023E0181,23,772.3933,92.9578,72.7018,15072579.22
Z023E0182,23,758.6475,83.4507,77.6933,19908069.33
Z023E0183,23,748.4772,84.1313,72.0901,14548262.2
Z023E0184,23,736.8763,95.1103,68.2673,11578610.98
Z023E0185,23,738.284,86.6007,78.7216,21035711.19
Z023E0187,23,821.9137,83.6234,61.1499,7299430.619
Z023E0188,23,823.1305,93.5136,69.7303,12654474.86
Z023E0189,23,703.8466,99.0801,67.3676,10952503.89
Z023E0191,23,771.039,93.3755,75.3228,17483960.03
Z023E0192,23,686.9971,94.5669,68.9445,12067570.89
Z023E0195,23,793.7782,84.395,69.1962,12253256
Z023E0196,23,700.4982,77.5271,61.5102,7481351.611
Z023E0197,23,758.0064,80.8339,74.8238,17003709.84
Z023E0198,23,822.9145,98.0248,66.6756,10488744.6
Z023E0199,23,802.3845,84.8564,75.4771,17634531.73
Z023E0200,23,747.41,79.3166,77.8964,20127052.77
Z024E0001,24,722.4954,82.7442,67.1736,10820946.93
Z024E0002,24,648.838,81.5415,47.8599,2614210.904
Z024E0004,24,702.8349,79.6411,69.468,12456203.76
Z024E0005,24,662.8115,67.8019,53.4718,4160219.292
Z024E0006,24,669.5759,69.0409,62.8244,8174328.633
Z024E0008,24,693.2083,71.2926,58.269,5963042.351
Z024E0009,24,612.3901,69.5718,49.4302,2992892.147
Z024E0010,24,648.5982,65.0918,65.0455,9455383.362
Z024E0011,24,684.852,69.1692,73.6815,15942154.94
Z024E0012,24,651.2128,71.624,47.3504,2499559.856
Z024E0013,24,679.214,72.719,62.8893,8209771.526
Z024E0014,24,644.8209,80.7517,50.2202,3198495.685
Z024E0015,24,705.6301,75.9081,66.1888,10171574.73
Z024E0016,24,639.198,68.5191,48.808,2838172.149
Z024E0017,24,608.6457,68.3203,65.3757,9658151.472
Z024E0019,24,709.9442,72.9629,58.2966,5974886.74
Z024E0020,24,645.2853,67.9199,55.3328,4801479.164
Z024E0021,24,681.9678,75.9175,64.7249,9261627.494
Z024E0022,24,676.7613,64.6836,54.0234,4343030.213
Z024E0023,24,614.0987,73.4738,39.965,1228213.134
Z024E0024,24,675.8479,65.8435,60.2359,6853035.251
Z024E0025,24,660.5509,70.4365,62.7566,8137426.549
Z024E0026,24,679.4862,74.4133,74.1166,16340364.8
Z024E0027,24,701.6626,71.7426,70.8641,13539296.49
Z024E0028,24,697.0267,69.1774,60.4658,6963304.656
Z024E0029,24,629.0145,79.8383,65.7829,9912742.85
Z024E0030,24,736.6024,77.1549,60.7962,7124137.519
Z024E0032,24,655.0725,67.6355,68.2897,11594539.09
Z024E0033,24,648.7288,71.6179,67.2453,10869427.79
Z024E0034,24,645.0748,75.1612,52.7404,3926923.37
Z024E0035,24,684.3121,61.5421,59.176,6361749.998
Z024E0036,24,654.5055,67.9948,71.9073,14394305.06
Z024E0037,24,694.5281,80.5821,65.3858,9664405.376
Z024E0038,24,695.9881,85.6174,62.3595,7923833.417
Z024E0039,24,664.8263,72.1965,41.5225,1441611.158
Z024E0040,24,657.9455,74.5972,55.319,4796463.322
Z024E0041,24,662.9198,70.5928,61.6835,7570072.944
Z024E0042,24,692.9666,73.1011,49.6958,3060858.34
Z024E0043,24,632.3861,68.7734,53.9186,4307835.836
Z024E0044,24,580.2569,65.8939,63.2339,8399927.197
Z024E0045,24,702.3846,74.1489,53.6565,4220766.737
Z024E0046,24,615.5096,56.8434,55.5387,4876792.363
Z024E0047,24,687.1915,67.9347,58.7716,6181551.627
Z024E0048,24,604.3458,67.9621,46.1618,2246977.8
Z024E0049,24,654.1017,63.9489,43.2786,1714866.938
Z024E0050,24,667.8641,60.897,44.8511,1991496.957
Z024E0051,24,625.5629,58.54,71.8223,14323140.66
Z024E0052,24,782.8806,87.4304,54.6631,4562628.478
Z024E0053,24,585.5071,70.1817,37.7274,964761.7705
Z024E0054,24,667.8091,67.449,55.8611,4996521.158
Z024E0055,24,575.1144,54.339,42.1983,1542510.991
Z024E0056,24,676.5985,70.3533,57.1377,5492730.39
Z024E0057,24,638.7275,68.2065,63.9619,8812662.326
Z024E0058,24,630.2281,77.6293,59.2088,6376538.832
Z024E0059,24,647.8062,75.6684,56.3012,5163557.029
Z024E0060,24,787.4849,93.4341,71.9082,14395060
Z024E0061,24,667.843,73.774,53.527,4178244.935
Z024E0062,24,647.4061,62.3119,51.8272,3649775.735
Z024E0063,24,635.5595,73.9446,48.5218,2769084.776
Z024E0068,24,631.2861,72.2745,62.0588,7764953.264
Z024E0069,24,585.6154,63.7011,34.8593,692679.9588
Z024E0070,24,646.9844,74.145,57.0246,5447315.13
Z024E0071,24,561.6696,60.5408,33.1861,563660.4168
Z024E0072,24,660.6847,67.7061,59.1458,6348156.554
Z024E0073,24,624.0891,69.6946,43.6941,1784918.853
Z024E0074,24,636.0182,65.7544,53.7848,4263218.627
Z024E0075,24,617.2576,74.3243,52.515,3857076.572
Z024E0076,24,684.9071,69.1474,41.4675,1433626.528
Z024E0077,24,612.9011,58.5235,43.4807,1748673.634
Z024E0078,24,585.6906,68.287,58.8484,6215470.509
Z024E0079,24,611.6734,64.3001,44.246,1881311.512
Z024E0080,24,659.5568,75.8389,65.3488,9641510.066
Z024E0081,24,671.9872,71.6061,57.5134,5645664.72
Z024E0082,24,667.5455,73.8407,49.0744,2903651.881
Z024E0083,24,667.5819,66.3871,66.4049,10311457.72
Z024E0084,24,648.3448,72.3711,58.0146,5854707.771
Z024E0085,24,667.2148,85.5943,65.5986,9796889.114
Z024E0086,24,600.2757,63.8853,52.3172,3796565.293
Z024E0087,24,706.8454,72.8062,62.3589,7923513.953
Z024E0088,24,698.9159,68.6316,45.8918,2192418.17
Z024E0089,24,685.7818,71.9262,62.6334,8070696.209
Z024E0090,24,703.5888,81.7696,76.4322,18588648.29
Z024E0091,24,731.4156,67.2304,69.5821,12542158.41
Z024E0092,24,727.0542,81.9833,62.7613,8139980.559
Z024E0093,24,619.2453,71.8269,66.302,10244668.43
Z024E0094,24,574.9283,62.6196,29.4339,340931.8362
Z024E0095,24,624.7249,67.6255,35.2061,722017.6301
Z024E0096,24,612.3946,74.4714,55.5764,4890678.943
Z024E0097,24,652.5683,78.7171,50.8592,3372524.173
Z024E0098,24,687.9199,70.3555,54.3413,4451129.179
Z024E0099,24,665.2887,76.4895,57.5147,5646199.469
Z024E0100,24,658.0791,65.1516,66.6873,10496459.12
Z024E0101,24,623.7219,69.2319,59.9973,6740004.062
Z024E0102,24,627.7703,77.6296,59.2673,6402980.215
Z024E0103,24,566.5358,64.4619,49.4263,2991902.788
Z024E0104,24,642.4656,74.2164,46.8444,2389525.774
Z024E0105,24,659.9887,70.8397,65.8545,9958031.872
Z024E0106,24,679.4764,71.0633,71.3354,13920641.19
Z024E0107,24,688.4711,72.642,62.1157,7794829.646
Z024E0108,24,591.536,75.0859,45.6267,2139835.844
Z024E0109,24,601.2436,67.7651,56.6641,5304462.163
Z024E0110,24,669.4394,69.5536,59.6389,6572894.373
Z024E0111,24,630.0477,71.8061,51.3854,3521166.997
Z024E0112,24,623.8561,63.1697,63.967,8815607.13
Z024E0113,24,634.263,76.2617,54.9052,4647904.725
Z024E0114,24,628.9424,66.0961,55.3782,4818008.742
Z024E0115,24,709.3212,83.926,59.7212,6610985.858
Z024E0116,24,629.633,66.2417,50.1367,3176270.418
Z024E0117,24,771.932,80.0591,74.8119,16992380.99
Z024E0118,24,605.5686,64.9421,55.6562,4920172.108
Z024E0119,24,668.8673,72.5049,64.4851,9118691.055
Z024E0120,24,662.1456,75.2349,60.9172,7183740.085
Z024E0121,24,637.0355,76.0043,67.8375,11276203.94
Z024E0122,24,612.2333,70.8578,55.0908,4714097.123
Z024E0123,24,613.8143,61.6655,63.9826,8824619.415
Z024E0124,24,603.7015,76.877,53.4081,4139491.615
Z024E0125,24,689.374,59.2639,62.6049,8055318.921
Z024E0126,24,709.0932,75.6929,61.6651,7560615.204
Z024E0127,24,707.1519,70.0954,57.217,5524744.78
Z024E0128,24,619.5123,64.2126,60.0768,6777506.421
Z024E0129,24,671.6188,66.0388,57.2716,5546869.916
Z024E0130,24,637.7368,63.7452,36.9257,881723.411
Z024E0131,24,625.9273,62.0996,46.0083,2215834.441
Z024E0132,24,632.9515,76.8188,61.6305,7542854.908
Z024E0133,24,634.0352,77.4455,55.0413,4696373.713
Z024E0134,24,696.5535,81.1606,67.0495,10737424.42
Z024E0135,24,719.2309,74.4708,64.13,8910120.656
Z024E0136,24,675.8416,76.9506,61.6228,7538906.797
Z024E0137,24,685.0552,88.2941,67.1115,10779090.43
Z024E0138,24,653.6373,71.3071,47.146,2454656.937
Z024E0139,24,706.2055,79.2869,60.5166,6987851.543
Z024E0140,24,633.1807,64.6006,55.6635,4922876.849
Z024E0141,24,709.9973,78.6964,50.9371,3394222.644
Z024E0142,24,634.8666,66.7874,46.7099,2360908.252
Z024E0144,24,598.5713,71.3761,58.1709,5921087.902
Z024E0145,24,633.8437,66.2884,38.0192,996417.2601
Z024E0146,24,685.2587,68.1937,58.7732,6182256.83
Z024E0147,24,734.2137,81.7741,63.5518,8578305.819
Z024E0148,24,673.9088,94.4118,69.4285,12426552.09
Z024E0149,24,715.5,74.8899,58.5014,6063336.099
Z024E0150,24,655.3967,66.7669,49.171,2927677.54
Z024E0151,24,675.7908,73.7314,60.0526,6766073.832
Z024E0152,24,668.1235,78.7768,58.3573,6000998.826
Z024E0153,24,637.3595,64.1002,55.3975,4825048.742
Z024E0154,24,710.969,76.4868,53.9846,4329974.812
Z024E0155,24,631.285,62.9259,61.669,7562619.082
Z024E0156,24,767.3623,77.314,60.6659,7060375.738
Z024E0157,24,651.442,72.8162,53.9495,4318190.146
Z024E0158,24,646.5239,71.9977,46.5636,2330077.125
Z024E0159,24,664.1989,80.2921,43.5943,1767897.705
Z024E0161,24,692.9849,68.007,25.6207,190622.065
Z024E0162,24,619.9206,71.6548,59.2627,6400898.045
Z024E0163,24,671.9018,71.9424,42.6484,1612635.745
Z024E0164,24,659.9608,63.4759,46.4182,2299740.335
Z024E0165,24,706.4016,77.1209,65.5933,9793572.777
Z024E0166,24,697.4533,62.7951,45.1672,2050974.951
Z024E0167,24,588.2821,72.0957,29.954,366896.2355
Z024E0168,24,666.9158,76.2847,62.5709,8037003.276
Z024E0170,24,644.4648,73.4812,52.7137,3918599.704
Z024E0171,24,712.6366,75.4712,64.2072,8955152.389
Z024E0172,24,654.8569,85.3087,47.6338,2562849.043
Z024E0173,24,711.2651,79.3577,56.1237,5095685.085
Z024E0174,24,725.5324,68.0165,55.1471,4734317.111
Z024E0177,24,668.9209,73.1097,72.6724,15047054.86
Z024E0178,24,709.9881,73.9849,63.0158,8279191.309
Z024E0179,24,690.5016,70.4961,77.0261,19201435.97
